earnings,persons,kind,u18,ins,med_exp,div,assist,self_emp,unemp,spanish
0,1,3,0,500,400,0,0,2,2,2
14000,1,3,0,720,1000,0,0,2,1,2
12400,1,2,0,0,0,0,0,2,1,2
18000,1,3,0,0,0,0,0,2,1,2
14491,1,2,0,0,0,0,0,2,2,2
55000,2,3,1,7410,700,0,0,2,2,2
0,2,1,0,1700,30,0,0,2,2,2
135000,2,1,0,4637,1400,0,0,1,2,2
0,2,1,0,1700,30,0,0,2,2,2
42655,5,1,2,0,2800,0,0,2,1,2
170002,1,3,0,5500,2000,0,0,1,2,2
119000,3,1,0,1800,1500,0,0,1,1,2
162000,4,1,2,5000,1700,0,0,2,2,2
115000,5,1,1,3436,2895,24,0,2,2,2
0,2,1,0,1700,30,0,0,2,2,2
4800,1,2,0,720,50,0,0,1,2,2
29000,1,3,0,12000,100,0,0,2,2,2
122000,2,2,0,2320,1800,0,0,2,1,2
64000,1,3,0,400,0,0,0,2,1,2
119000,2,3,0,4600,600,0,0,2,2,2
0,1,3,0,800,300,0,0,2,2,2
150000,2,1,0,0,1500,85000,0,2,2,2
32700,2,3,0,1383,3000,2000,0,2,2,2
50000,1,2,0,0,1400,0,0,2,2,2
80000,1,3,0,5500,2000,0,0,2,2,2
5000,1,2,0,720,1000,0,0,2,1,1
50002,2,1,0,1500,2500,0,0,2,2,2
0,1,3,0,0,600,0,0,2,2,2
9000,1,2,0,0,3000,0,0,2,2,2
0,1,2,0,3600,3000,208,0,2,2,2
0,1,3,0,0,3000,0,0,2,2,2
3000,1,3,0,0,0,0,0,2,1,2
74000,3,1,0,17000,3250,0,0,1,2,2
151000,3,1,1,3800,750,0,0,2,2,2
500000,1,2,0,1000,300,0,0,2,2,2
295000,2,1,0,6500,2300,0,0,2,2,2
123400,3,1,0,3100,2250,0,0,2,1,2
11000,1,3,0,0,900,0,0,2,2,2
10000,1,2,0,0,3000,0,0,2,2,2
140001,3,1,0,9600,8000,150000,0,1,2,2
61000,2,1,0,0,100,0,0,1,2,2
38000,2,1,0,0,13,5,0,2,2,2
283240,4,1,1,3436,2395,0,0,2,2,2
400000,5,1,3,6000,1250,0,0,2,2,1
0,1,2,0,6000,1500,0,0,2,2,1
357000,4,1,2,2500,2700,2001,0,2,2,1
117600,5,1,3,6840,2000,0,0,2,2,1
28000,3,3,2,0,190,0,0,2,1,2
29000,7,1,5,0,0,0,0,2,1,2
172000,4,2,3,7200,2000,0,0,2,2,2
184800,4,1,0,24000,9500,0,0,1,2,2
230000,4,1,2,13000,3750,300,0,1,1,2
42000,2,1,0,2766,14000,0,0,1,2,2
0,3,2,2,0,1520,0,0,2,2,2
0,2,3,0,6000,2100,0,0,2,2,2
0,1,3,0,9720,1400,0,0,2,2,2
0,2,1,0,680,3000,100,0,2,2,2
0,2,1,0,1700,30,0,0,2,2,2
35000,1,3,0,0,200,0,0,2,1,2
0,2,1,0,1700,30,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,1,3,0,0,150,0,0,2,2,2
0,1,3,0,0,200,0,0,2,2,2
67002,3,1,1,18000,550,0,0,2,2,2
20000,1,3,0,0,0,1,0,1,2,2
25000,3,2,0,1383,3400,0,0,2,2,2
30000,4,1,1,360,7000,0,0,2,2,2
30000,2,2,1,360,1400,0,0,2,2,2
66000,2,1,0,9360,500,0,0,1,2,2
80000,2,1,0,6000,7500,0,0,2,2,2
99100,2,1,0,0,2450,0,0,2,2,2
15000,1,2,0,1222,1000,0,0,1,1,2
141000,2,1,0,6000,6500,0,0,2,2,2
0,1,2,0,0,100,0,0,2,2,2
125504,4,1,1,1500,1100,0,0,2,2,2
29120,6,1,1,0,420,0,0,2,1,2
150000,4,1,2,0,4800,0,0,2,2,2
500000,4,1,2,6700,800,0,0,2,2,2
95600,4,1,1,6700,1100,0,0,2,2,2
50000,3,2,2,18000,500,0,0,2,2,2
11500,1,3,0,0,200,0,0,2,2,2
38000,5,1,3,5400,1000,0,0,2,1,2
55000,1,2,0,240,80,0,0,2,2,2
15000,1,2,0,300,2000,0,0,2,2,1
0,1,3,0,906,400,0,0,2,2,2
20500,3,1,0,590,1500,0,0,1,1,2
0,1,2,0,0,4500,9000,0,2,2,2
62000,2,1,0,1502,1150,0,0,2,2,2
0,1,3,0,0,400,0,0,2,2,2
0,1,3,0,0,500,0,0,2,2,2
21216,1,3,0,1200,120,0,0,2,2,2
1500,1,2,0,2200,700,60,0,1,1,2
92000,1,3,0,3000,500,0,0,1,2,1
120000,1,2,0,3000,100,500,0,2,2,2
0,2,3,1,0,100,100,0,2,2,2
0,1,2,0,0,600,0,0,2,2,2
0,2,1,0,0,7100,0,0,2,2,2
0,2,1,0,400,3050,3000,0,2,2,2
125000,2,1,0,4800,200,0,0,2,2,2
0,2,1,0,0,1000,10284,0,2,2,2
0,2,1,0,0,896,238,0,2,2,2
40000,1,3,0,3250,2600,0,0,2,2,2
38000,1,2,0,3800,800,0,0,2,2,2
32000,1,2,0,0,100,0,0,2,1,2
49274,1,3,0,0,250,0,0,2,2,2
3120,4,1,1,310,1200,0,0,2,2,2
3120,2,3,1,0,200,0,0,2,2,2
58000,1,2,0,4550,2000,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
0,1,3,0,0,75,0,0,2,2,2
50000,1,2,0,1200,100,0,0,2,2,2
0,1,2,0,0,500,0,0,2,2,2
0,1,3,0,2412,40,0,0,2,2,2
0,2,1,0,400,3050,0,0,2,2,2
0,1,3,0,1000,0,5434,0,2,2,2
237000,4,1,2,0,1000,2,0,2,2,2
77000,5,1,0,906,600,0,0,1,1,2
115000,2,1,0,120,1000,0,0,2,2,2
1400,1,3,0,1200,100,0,0,2,2,2
0,2,1,0,0,350,0,0,2,2,2
40000,1,2,0,0,100,0,0,2,1,2
168790,3,1,0,2600,3100,0,0,2,2,2
80000,1,3,0,0,0,0,0,2,2,2
7000,1,2,0,0,400,0,0,2,2,2
71000,1,2,0,240,80,0,0,2,2,2
20000,1,3,0,1300,1000,0,0,2,2,2
135000,3,1,1,1000,800,0,0,2,2,2
90000,7,1,5,6840,3000,0,0,2,2,2
67000,2,2,0,2400,1200,0,0,2,2,2
0,2,1,0,0,9300,0,0,2,2,2
107000,5,1,3,5400,1000,0,0,2,1,2
115000,2,1,0,0,4000,0,0,2,2,2
182000,3,1,1,1200,4350,0,0,2,2,2
80000,1,2,0,240,80,0,0,2,2,2
89000,1,3,0,1300,1000,0,0,2,2,2
0,2,1,0,5000,2000,300,0,2,2,2
135000,4,1,2,7000,4600,0,0,2,2,2
100000,3,1,1,0,500,0,0,2,2,2
191101,3,1,0,5500,6030,0,0,1,2,2
130000,1,2,0,3000,100,5000,0,2,2,2
70000,3,2,0,1222,7500,0,0,2,2,2
67001,4,1,1,3110,1450,0,0,2,2,2
37000,2,3,1,360,1250,0,0,2,2,2
115000,2,1,0,3000,9100,3000,0,2,2,2
1900,3,3,1,0,0,0,0,2,2,2
0,1,2,0,0,3000,0,0,2,2,2
83000,2,3,0,2400,1200,0,0,2,2,2
0,2,1,0,0,620,15001,0,2,2,2
220000,4,1,2,1000,1050,0,0,2,2,2
50500,1,3,0,2000,500,0,0,2,2,2
0,3,1,0,800,20,0,0,2,2,2
116000,4,1,2,6700,800,0,0,2,2,2
130600,3,1,1,1000,800,0,0,2,1,2
40000,1,2,0,1000,500,0,0,2,2,2
33000,2,3,1,0,0,0,0,1,2,2
51000,2,1,0,5448,0,0,0,2,2,2
51000,3,2,2,2600,1000,0,0,2,2,2
28000,1,3,0,2600,1500,0,0,2,2,1
129000,3,1,1,1600,1500,80,0,2,2,2
290000,1,2,0,450,2000,1000,0,2,2,2
227000,1,3,0,450,0,2,0,2,2,2
207000,3,1,1,5720,600,13,0,2,2,2
172800,4,1,2,7000,2900,250,0,2,2,2
301000,4,1,2,5720,800,0,0,2,1,2
60,3,1,1,0,0,0,0,2,1,2
104118,3,1,0,42724,1500,0,0,2,2,2
15000,1,3,0,0,0,0,0,1,2,2
42000,4,1,1,380,4400,0,0,1,2,2
97020,2,1,0,5720,400,10035,0,2,1,2
0,1,3,0,5000,2000,0,0,2,2,2
61000,2,1,0,0,700,0,0,2,2,2
56000,1,3,0,2600,2000,0,0,2,2,2
12100,1,2,0,0,500,0,0,2,2,2
20800,2,1,0,0,0,0,0,2,2,2
66002,2,3,0,1800,300,0,0,2,2,2
52000,1,2,0,0,0,0,0,1,2,2
0,2,1,0,800,20,0,0,2,2,2
0,1,3,0,1200,500,0,0,2,2,2
75000,1,2,0,0,150,0,0,2,2,2
130000,3,1,0,5720,600,1,0,2,1,2
0,1,3,0,0,3000,0,0,2,2,2
3200,2,3,1,1850,1100,0,0,2,2,2
29000,2,1,0,1300,8000,100200,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
81500,7,1,3,1000,2000,800,0,2,1,2
160000,1,2,0,3000,0,10,0,2,2,2
20000,1,3,0,860,100,0,0,2,2,2
30000,2,3,1,1832,1750,0,0,2,1,2
113800,1,2,0,2300,1500,0,0,2,2,2
95280,2,1,0,0,4000,0,0,1,2,2
65800,5,1,3,4680,590,0,0,2,1,2
109200,2,1,0,4300,200,0,0,2,2,2
222486,3,1,0,3100,2250,0,0,2,1,2
0,2,1,0,800,20,0,0,2,2,2
167200,5,1,3,0,1250,10,0,2,1,2
250000,1,2,0,1400,100,0,0,2,2,2
58000,1,3,0,1367,200,0,0,2,2,2
70000,2,3,0,2400,100,0,0,2,2,2
39000,7,3,3,2000,500,1500,0,2,2,2
24400,5,1,3,0,0,0,0,2,2,2
92000,1,2,0,2400,1500,3600,0,2,2,2
175000,2,1,0,1700,500,1500,0,2,2,2
8700,3,1,0,4800,3770,0,0,2,2,2
18067,3,1,0,1248,1173,0,0,2,2,2
0,1,2,0,1000,0,5,0,2,2,2
34500,2,3,1,1200,1200,0,0,2,2,2
47000,4,1,2,13000,5500,0,0,2,1,2
0,2,1,0,0,800,7500,0,2,2,2
119900,4,1,2,720,2400,0,0,2,2,2
59412,2,1,0,0,400,1275,0,2,2,2
0,2,1,0,5102,533,0,0,2,2,2
60001,4,1,0,0,1000,100,0,1,2,2
60001,2,1,0,0,200,100,0,1,2,2
195000,2,1,0,5807,4000,0,0,2,2,2
0,1,2,0,6000,1000,0,0,2,2,2
0,2,1,0,696,2160,100,0,2,2,2
1200,2,1,0,5904,2968,4910,0,1,2,2
49950,2,1,0,2600,500,0,0,2,2,2
0,2,1,0,5280,1739,55342,0,2,2,2
0,2,1,0,1000,700,0,0,2,2,2
60000,1,3,0,2300,3000,3900,0,2,2,2
150000,1,2,0,3000,1000,20,0,2,2,2
35000,1,3,0,1752,2300,0,0,1,1,2
0,2,1,0,5280,1739,20238,0,2,2,2
0,1,2,0,4080,8000,0,0,2,2,2
0,2,1,0,10188,5863,30001,0,2,2,2
0,1,2,0,0,600,0,0,2,2,2
52000,1,2,0,1800,300,0,0,2,1,2
35000,2,1,0,3060,900,0,0,2,2,2
0,2,1,0,10188,5863,900,0,2,2,2
108000,5,1,3,1200,800,0,0,2,2,2
89000,3,1,1,3600,1000,0,0,1,2,2
12000,6,1,4,520,3300,0,0,2,1,2
0,2,1,0,10188,5863,5000,0,2,2,2
40800,2,1,0,0,900,0,0,2,1,2
0,1,3,0,600,300,0,0,2,2,2
104000,2,1,0,5980,8000,6,0,2,1,2
0,2,1,0,3000,600,1400,0,2,2,2
0,1,3,0,600,300,0,0,2,2,2
242000,3,3,0,5980,1300,0,0,2,1,2
0,1,2,0,0,1000,0,0,2,2,2
130000,4,1,2,8400,720,0,0,2,2,1
112900,4,1,2,3700,2000,0,0,2,2,2
42600,3,3,2,1404,4000,0,0,2,2,2
65500,3,1,1,4800,3600,0,0,1,1,2
124000,3,1,1,6395,2000,0,0,2,2,2
39650,3,1,1,2000,25,0,0,1,2,2
41675,3,2,2,1482,120,0,0,2,2,2
71002,5,1,3,11000,3300,0,0,2,1,2
236000,4,1,1,3436,1895,0,0,2,2,2
0,2,1,0,0,520,800,0,2,2,2
0,3,1,0,0,0,0,0,2,2,2
154500,4,1,1,0,900,0,0,2,1,1
103000,3,1,1,1562,862,0,0,2,2,2
76000,2,1,0,3252,3200,0,0,2,1,2
0,1,2,0,3600,1200,10000,0,2,2,2
0,2,2,0,0,1000,0,0,2,2,2
125000,1,3,0,650,1200,0,0,2,2,2
70700,4,1,0,3620,80,0,0,2,2,2
20000,1,3,0,0,120,0,0,2,2,2
0,2,1,0,800,1000,0,0,2,2,2
193000,4,1,2,5000,150,1500,0,2,2,2
235000,2,1,0,3252,3200,1500,0,2,2,2
65000,3,3,2,5760,400,5,0,2,2,2
0,1,3,0,2844,250,0,0,2,2,2
0,1,3,0,2844,20,0,0,2,2,2
6000,1,3,0,2844,250,0,0,2,2,2
123000,3,1,1,850,0,0,0,2,2,2
0,2,3,0,2844,20,0,0,2,2,2
173000,3,1,1,1040,8500,0,0,1,1,2
0,1,2,0,3600,1200,24,0,2,2,2
115000,2,1,0,1040,600,0,0,2,2,2
32882,2,2,0,0,0,0,0,2,2,2
107000,3,1,1,5300,150,0,0,2,2,2
68000,3,1,1,6240,1500,0,0,2,2,2
4000,2,1,0,0,2900,5000,0,2,2,2
49991,1,2,0,7000,140,0,0,1,1,2
0,1,3,0,3240,0,0,0,2,2,2
0,1,2,0,744,526,500,0,2,2,2
0,4,3,3,0,40,0,0,2,2,2
20000,1,2,0,0,400,0,0,2,2,2
0,1,2,0,3600,700,0,0,2,2,2
75000,1,2,0,1456,1000,0,0,2,2,2
80000,3,1,1,0,101,0,0,2,2,2
420000,2,1,0,2660,1000,0,0,2,2,2
0,2,1,0,0,1000,0,0,2,2,2
50000,1,2,0,3800,600,0,0,2,2,2
23000,4,3,0,7400,1300,300,0,2,2,2
0,1,2,0,2040,200,100,0,2,2,2
0,1,3,0,2400,1000,205,0,2,2,2
0,2,1,0,3600,800,0,0,2,2,2
42000,1,2,0,1000,50,3,0,2,2,2
18000,1,3,0,12000,100,0,0,2,1,2
23850,2,2,1,0,0,0,0,2,1,2
0,1,3,0,2778,4400,10,0,2,2,2
0,1,2,0,0,150,0,0,2,2,2
0,1,3,0,3600,700,1041,0,2,2,2
143002,1,2,0,5500,6000,0,0,1,1,2
49000,1,2,0,2600,0,350,0,2,2,2
243000,4,1,2,7200,3700,400,0,2,2,2
0,2,1,0,0,520,0,0,2,2,2
0,2,2,0,5778,6400,20,0,2,2,2
158000,2,1,0,6500,5000,0,0,2,1,2
92000,2,1,0,3600,3200,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
218600,5,1,1,7200,600,2000,0,2,2,2
95000,1,2,0,0,0,0,0,1,2,2
311182,4,1,0,6000,500,2600,0,2,2,2
50000,2,1,0,0,80,0,0,1,2,2
40000,3,3,2,3360,1000,0,6000,2,2,2
124000,2,1,0,7200,200,0,0,2,1,2
37000,1,3,0,5460,0,0,0,2,2,2
100000,1,2,0,2704,0,300,0,2,1,2
133000,2,1,0,1600,1700,42,0,2,2,2
178000,3,1,1,5300,50,0,0,2,2,2
0,2,1,0,1600,266,7439,0,2,2,2
0,2,1,0,1600,266,25,0,2,2,2
129000,2,1,0,7200,150,0,0,2,2,2
133000,4,1,2,7200,2400,1,0,1,2,2
1500,1,3,0,800,300,1566,0,2,2,2
12740,1,2,0,1456,100,200,0,2,2,2
0,1,3,0,3600,700,0,0,2,2,2
180000,6,1,0,9100,500,30000,0,2,1,2
142500,2,2,0,5000,1500,500,0,2,2,2
0,1,3,0,1900,1000,0,0,2,2,2
74560,2,1,0,0,200,0,0,2,1,2
82000,2,2,1,0,125,1,0,2,2,1
35000,1,3,0,5300,25,0,0,2,1,2
150000,2,1,0,3135,13161,0,0,2,2,2
1889,1,3,0,1086,3092,0,0,2,2,2
129000,2,2,0,0,450,2,0,2,1,2
147000,2,1,0,8700,7000,0,0,2,2,1
174350,3,1,0,8700,2000,26000,0,1,2,2
0,1,2,0,0,500,0,0,2,2,2
0,2,3,0,7512,300,0,0,2,2,2
55000,3,1,1,9000,850,0,0,2,1,2
46000,2,1,0,8700,7000,2600,0,2,2,2
264253,3,1,0,12000,1950,0,0,2,2,2
0,1,2,0,3500,2500,0,0,2,2,2
270000,6,3,3,260,3900,10,0,1,2,2
200000,5,1,3,0,3900,10,0,1,2,1
62000,1,2,0,743,3000,0,0,2,2,2
0,1,3,0,3500,2500,0,0,2,2,2
64000,3,1,1,9000,2500,0,0,2,2,2
90000,2,1,0,2500,6000,10,0,2,1,2
63000,1,2,0,743,3000,0,0,2,2,2
225000,5,1,1,18000,2000,1500,9360,1,1,2
60000,2,3,1,5000,400,0,9360,2,2,2
90000,3,1,0,6120,7450,1100,0,2,2,2
77000,2,2,0,2664,900,0,0,2,1,2
109001,4,1,0,2920,2550,0,0,1,2,2
25000,1,3,0,1000,150,0,0,2,2,2
103000,3,3,0,2400,1500,0,0,2,2,2
39000,2,1,0,3000,2000,0,0,2,2,2
192500,6,1,1,9000,1690,0,0,2,2,2
0,2,1,0,0,190,0,0,2,2,2
61000,2,1,0,2400,1375,0,0,2,2,2
0,1,3,0,2432,1000,0,0,2,2,2
600,1,2,0,0,750,0,0,2,1,2
60000,1,3,0,0,500,0,0,2,2,2
0,2,1,0,1600,266,0,0,2,2,2
160000,3,1,0,9100,300,0,0,2,2,1
109000,2,1,0,5000,600,500,0,2,2,2
30000,2,3,1,2000,500,0,0,2,2,2
30002,1,2,0,0,0,0,0,1,2,2
30000,1,2,0,1300,350,0,0,2,2,2
99700,2,1,0,5000,600,0,0,2,2,2
32000,1,2,0,2600,0,0,0,2,2,2
145000,2,1,0,2444,300,0,0,2,1,2
122200,4,3,1,2744,1600,25000,11000,2,1,1
74300,2,1,0,2444,300,0,0,2,1,1
0,2,1,0,0,190,1000,0,2,2,2
95000,3,1,1,12000,1950,0,0,2,2,2
147500,3,1,1,5637,3500,0,0,2,1,2
23000,2,1,0,5540,400,0,0,2,1,2
102500,4,1,0,4050,550,0,0,2,2,2
120000,3,1,1,5637,3500,601,0,2,2,2
118002,4,1,0,7800,1100,0,0,1,2,2
93000,5,1,3,1200,125,0,0,2,1,2
1,2,2,0,0,50,0,0,1,2,2
43000,1,3,0,1200,25,0,0,2,2,2
40000,1,3,0,1300,1000,0,0,2,2,2
157500,3,1,0,5944,2800,61,0,2,2,2
100000,1,3,0,260,0,1100,0,2,2,2
89434,2,1,0,3000,60,0,0,2,1,2
124000,1,3,0,2400,3000,0,0,2,2,2
67000,4,1,2,5400,1000,0,0,2,1,1
6000,1,2,0,0,10,0,0,2,2,2
94000,4,1,0,600,450,0,0,2,2,2
40000,2,2,1,6240,1000,0,0,2,2,2
35000,1,3,0,0,500,0,0,2,2,2
102000,3,1,1,700,7000,0,0,1,2,2
84000,3,1,1,5300,150,0,0,2,2,2
41600,4,1,2,2000,500,0,0,2,1,2
178217,5,1,2,8320,2300,0,0,2,2,1
40000,3,1,0,1800,1266,1000,0,2,2,1
168704,8,1,2,20500,5700,0,0,2,2,1
160000,3,1,1,5300,150,0,0,2,2,2
212500,4,1,2,5300,250,0,0,2,1,2
136600,5,1,1,4160,450,0,0,2,2,2
152001,4,1,2,7500,800,0,0,1,1,2
162000,3,1,1,6000,4150,0,0,1,2,2
2266,4,1,2,0,0,0,0,2,1,2
215002,4,1,2,3700,3500,0,0,2,2,2
123200,5,1,3,0,7600,0,0,2,2,2
161900,5,1,3,0,1750,20,0,1,2,2
169900,5,1,1,4160,605,0,0,2,2,2
253950,4,1,1,8000,4300,0,0,2,2,2
145000,3,1,1,7000,1100,0,0,2,2,2
39520,3,1,0,15000,3250,0,0,2,2,2
133000,3,1,1,8000,3800,0,0,2,2,2
78000,3,3,1,0,100,0,0,2,2,2
165000,4,1,2,700,7000,0,0,1,2,2
164520,4,1,2,18300,4400,264,0,2,2,2
57500,2,3,0,0,0,0,0,2,2,2
35000,1,2,0,1222,500,0,0,2,2,2
77000,4,1,2,9360,600,0,0,2,1,2
63000,3,1,1,1820,4500,0,0,2,1,2
384000,4,1,0,144,1110,0,0,1,1,2
20000,1,3,0,0,750,0,0,2,1,2
65000,1,2,0,0,500,375,0,2,2,2
75000,6,1,2,6240,6000,0,0,2,2,2
0,3,3,2,0,0,0,0,2,2,2
165250,4,1,2,1820,360,661,0,2,2,2
159000,3,1,1,7000,1100,1001,0,2,2,2
403000,6,1,3,5000,3600,1000,0,2,2,2
555000,4,1,2,7000,1600,0,0,2,2,2
85000,3,1,1,10800,600,100,0,1,2,2
0,2,1,0,0,620,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
33365,2,3,0,1260,1300,0,0,2,2,2
0,1,2,0,9228,9670,20,0,2,2,2
98353,2,1,0,2080,4800,17,0,2,1,2
365000,3,3,0,4222,2650,5000,0,1,2,2
350000,2,1,0,4222,2650,5000,0,2,2,2
121000,2,1,0,2088,250,0,0,2,2,2
85000,2,3,1,4420,3500,0,0,2,2,2
0,1,3,0,924,3250,0,0,2,2,2
46273,1,2,0,0,0,0,0,2,2,2
5735,1,3,0,1200,300,0,0,2,2,2
66000,1,3,0,1170,1000,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
18200,1,2,0,0,0,0,0,2,2,2
31800,3,1,0,1000,3000,0,0,2,1,2
0,1,3,0,0,2400,0,0,2,2,2
200000,4,1,1,10000,4000,14005,0,2,2,2
87000,2,3,0,2964,5200,0,0,2,2,2
0,1,2,0,1900,500,0,0,2,2,2
0,2,1,0,680,3000,0,0,2,2,2
112000,3,1,1,3500,600,0,0,2,2,2
0,2,3,0,4800,160,25,0,2,2,2
0,1,2,0,348,50,0,0,2,2,2
150000,2,1,0,7800,10200,0,0,2,2,2
56000,1,2,0,5200,3400,520,0,2,2,2
48000,1,2,0,2640,200,0,0,2,2,2
132000,2,1,0,3600,3200,0,0,2,2,2
91500,1,3,0,637,2500,500,0,2,2,2
55000,1,3,0,4300,450,0,0,2,2,2
0,1,3,0,0,1000,0,0,2,2,2
181000,2,1,0,6000,2000,5500,0,2,2,2
34000,1,2,0,9000,5000,53,0,2,1,2
96000,2,3,0,1200,550,0,0,2,1,2
85736,2,1,0,0,300,0,0,2,2,2
0,2,1,0,0,620,0,0,2,2,2
195000,3,1,1,4680,2100,0,0,2,2,2
0,1,2,0,0,500,0,0,2,2,2
64000,1,2,0,1600,800,0,0,2,2,2
18600,1,2,0,400,0,0,0,2,1,2
352000,4,1,0,4444,1560,0,0,1,2,2
137500,5,1,2,10000,5000,0,0,2,2,2
0,1,3,0,2412,40,0,0,2,2,2
173370,3,1,0,8400,2000,0,0,2,2,2
268546,2,1,0,6722,7000,0,0,2,2,2
89500,5,1,3,1200,1500,0,0,2,2,2
170000,2,2,1,4000,1500,0,0,2,2,2
11500,4,2,1,0,0,0,0,2,2,2
9000,2,3,1,0,0,0,0,2,2,2
204000,3,1,1,3500,510,500,0,1,2,2
56000,2,1,0,0,13,0,0,2,2,2
175000,3,1,1,20000,250,0,0,2,2,2
84000,3,1,0,15000,0,0,0,2,2,2
49000,1,2,0,0,0,430,0,2,1,2
12000,1,3,0,0,0,0,0,1,2,2
168000,5,1,1,5000,3200,150,0,2,2,2
43920,4,1,2,1820,800,0,0,2,1,2
57000,5,1,1,6640,1500,0,0,1,2,2
32000,3,1,1,6240,1500,0,0,2,2,2
91000,5,3,1,5500,6900,500,0,2,1,2
55000,2,3,1,5000,3300,0,0,2,1,2
323000,2,1,0,13200,1000,11900,0,2,2,2
0,2,1,0,4800,160,0,0,2,2,2
143000,4,1,2,5000,360,200,0,2,2,2
0,4,1,2,13800,2550,1000449,0,2,2,2
110000,3,1,1,0,5200,10000,0,2,2,2
52000,3,1,1,24,0,0,0,2,2,2
105000,3,1,1,2300,500,0,0,1,2,2
72000,4,1,1,600,300,0,0,2,2,2
119400,3,1,1,5300,3500,0,0,1,2,2
144000,3,1,1,17000,1830,0,0,2,2,2
55000,1,2,0,1680,0,0,0,2,1,2
192000,4,1,2,3500,520,0,0,2,2,2
183700,5,3,3,2000,3900,0,0,2,2,2
132000,3,1,1,15000,3500,0,0,1,1,2
48800,4,1,1,4940,2500,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
154912,6,1,1,2500,3700,0,0,1,2,2
0,3,3,2,0,0,0,0,2,2,2
155000,4,1,2,1500,1300,0,0,2,2,2
9000,3,1,1,14820,1100,0,0,2,1,2
0,2,1,0,750,4000,0,0,2,2,2
102000,3,1,1,8400,100,0,0,2,2,2
200500,2,1,0,5500,2000,650,0,2,2,2
38000,2,3,0,419,2500,0,0,2,1,2
0,2,1,0,1000,0,0,0,2,2,2
80000,1,3,0,3000,3000,0,0,2,2,2
0,1,2,0,0,1800,0,0,2,2,2
30000,1,2,0,0,0,0,0,2,2,2
0,1,3,0,3060,700,0,0,2,2,2
0,1,2,0,0,1800,0,0,2,2,2
138000,3,1,1,7200,2000,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
110860,4,3,3,7200,7000,0,0,2,1,2
78000,3,2,2,8400,180,0,0,1,1,2
47200,1,3,0,1300,200,0,0,2,2,2
0,2,1,0,10400,0,0,0,2,2,2
16000,3,3,0,492,500,0,0,2,1,2
160000,3,1,1,7000,7000,0,0,2,2,2
0,1,3,0,2000,800,0,0,2,2,2
88639,1,3,0,9000,3219,0,0,2,2,2
0,2,1,0,3500,400,0,0,2,2,2
120500,2,1,0,6000,4500,0,0,2,2,2
177500,4,1,1,1500,1600,14000,0,2,2,2
140000,3,1,1,12480,1200,50,0,2,1,2
320000,4,1,2,5000,2200,2000,0,2,2,2
0,2,1,0,3000,25,0,0,2,2,2
113800,3,1,1,5000,1200,0,0,2,2,2
0,1,3,0,0,3300,0,0,2,2,2
35000,2,3,1,5200,2100,0,0,2,2,2
14258,1,2,0,0,200,0,0,2,1,2
72000,5,1,3,0,3000,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,1
20000,1,2,0,150,150,0,0,2,2,2
30000,1,3,0,150,150,0,0,2,2,2
157891,1,2,0,1694,730,27977,0,2,1,2
0,1,2,0,0,0,0,0,2,2,2
0,1,3,0,0,400,0,0,2,2,2
6100,2,1,0,0,4100,5000,0,2,2,2
42000,1,2,0,0,40,0,0,2,2,2
0,1,3,0,0,400,0,0,2,2,2
0,1,2,0,419,2500,0,0,2,2,2
0,1,3,0,3576,275,0,0,2,2,2
350000,4,1,2,750,2900,264,0,2,2,2
129560,4,3,0,638,160,0,0,2,2,2
88760,2,1,0,0,0,0,0,2,2,2
120000,1,3,0,1300,2400,0,0,2,2,2
0,1,2,0,1200,0,0,0,2,2,2
188900,5,1,1,12854,1200,0,0,2,2,2
40000,2,3,1,9000,200,0,0,2,2,2
0,2,1,0,5000,4000,0,0,2,2,2
100000,1,2,0,1800,100,0,0,1,2,2
78000,3,1,1,0,1000,24,0,2,1,2
105000,4,1,2,750,2500,750,0,2,2,2
0,1,3,0,3120,0,0,0,2,2,2
197901,3,1,1,2256,8000,3000,0,2,2,2
134000,2,1,0,5000,500,0,0,2,2,2
30000,1,2,0,325,800,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
220600,3,1,0,7056,8100,0,0,2,2,2
0,2,1,0,200,500,0,0,2,2,2
0,2,1,0,3840,2400,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
50000,1,3,0,4800,1500,0,0,2,2,2
65000,1,2,0,2158,1000,0,0,2,2,2
49000,4,1,2,2080,60,0,0,2,1,2
2300,2,3,0,1644,75,0,0,1,2,2
0,1,3,0,3600,1800,5400,0,2,2,2
73000,2,1,0,7200,1650,0,0,1,2,2
180000,2,1,0,7800,2000,13070,0,2,2,2
44720,2,1,0,2600,2100,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
45000,2,3,0,0,4622,0,0,2,2,2
